Mod:Item:MetaData, Localized Name
tconstruct:arrow_head:0, Призмаринов. наконечник
tconstruct:arrow_head:0, Эндеровск. наконечник
tconstruct:arrow_head:0, Бумажн. наконечник
tconstruct:arrow_head:0, Губочн. наконечник
tconstruct:arrow_head:0, Огнедерев. наконечник
tconstruct:arrow_head:0, Железн. наконечник
tconstruct:arrow_head:0, Свиностальн. наконечник
tconstruct:arrow_head:0, Слизестальн. наконечник
tconstruct:arrow_head:0, Слизнев. наконечник
tconstruct:arrow_head:0, Синеслизнев. наконечник
tconstruct:arrow_head:0, Огнеслизнев. наконечник
tconstruct:arrow_head:0, Адокаменн. наконечник
tconstruct:arrow_head:0, Кобальтов. наконечник
tconstruct:arrow_head:0, Ардитов. наконечник
tconstruct:arrow_head:0, Маньюлинов. наконечник
tconstruct:arrow_head:0, Медн. наконечник
tconstruct:arrow_head:0, Бронзов. наконечник
tconstruct:arrow_head:0, Свинцов. наконечник
tconstruct:arrow_head:0, Серебрян. наконечник
tconstruct:arrow_head:0, Электрумов. наконечник
tconstruct:arrow_head:0, Стальн. наконечник
tconstruct:arrow_shaft:0, Сердце наги древко стрелы
tconstruct:arrow_shaft:0, Магический лист древко стрелы
tconstruct:arrow_shaft:0, Пламя древко стрелы
tconstruct:arrow_shaft:0, Деревянн. древко стрелы
tconstruct:arrow_shaft:0, Костян. древко стрелы
tconstruct:arrow_shaft:0, Огненное древко стрелы
tconstruct:arrow_shaft:0, Тростниковое древко стрелы
tconstruct:arrow_shaft:0, Ледяное древко стрелы
tconstruct:arrow_shaft:0, Стержня Края древко стрелы
tconstruct:fletching:0, Магический лист оперение
tconstruct:fletching:0, Воронье перо оперение
tconstruct:fletching:0, Перьевое оперение
tconstruct:fletching:0, Слизнелиственное оперение
tconstruct:fletching:0, material.slimeleaf_blue.prefix
tconstruct:fletching:0, material.slimeleaf_blue.prefix
tconstruct:fletching:0, Лиственное оперение
tconstruct:bolt_core:0, Сердце наги-Железо стержень болта
tconstruct:bolt_core:0, Магический лист-Железо стержень болта
tconstruct:bolt_core:0, Пламя-Железо стержень болта
tconstruct:bolt_core:0, Дерево-Железо стержень болта
tconstruct:bolt_core:0, Кость-Железо стержень болта
tconstruct:bolt_core:0, Огненный стержень-Железо стержень болта
tconstruct:bolt_core:0, Тростник-Железо стержень болта
tconstruct:bolt_core:0, Лёд-Железо стержень болта
tconstruct:bolt_core:0, Стержень Края-Железо стержень болта
tconstruct:tooltables:0, Инженерный верстак
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:4, Ящик для схем
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:5, Ящик для частей
tconstruct:tooltables:3, Инженерная станция
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:pickaxe, кирка
tconstruct:shovel, лопата
tconstruct:hatchet, топор
tconstruct:mattock, мотыготопор
tconstruct:kama, Kama
tconstruct:hammer, молот
tconstruct:excavator, большая лопата
tconstruct:lumberaxe, большой топор
tconstruct:scythe, коса
tconstruct:broadsword, палаш
tconstruct:longsword, меч
tconstruct:rapier, рапира
tconstruct:frypan, сковорода
tconstruct:battlesign, боевая табличка
tconstruct:cleaver, гигантский меч
tconstruct:shortbow, короткий лук
tconstruct:longbow, длинный лук
tconstruct:crossbow, арбалет
tconstruct:arrow, стрела
tconstruct:bolt, болт
tconstruct:shuriken, сюрикен
tconstruct:seared:0, Сушёный камень
tconstruct:seared:1, Сушёный булыжник
tconstruct:seared:2, Сушёная плитка
tconstruct:seared:3, Сушёная кладка
tconstruct:seared:4, Сушёная кладка (трещины)
tconstruct:seared:5, Сушёная кладка (орнамент)
tconstruct:seared:6, Сушёная кладка (узор)
tconstruct:seared:7, Сушёная дорога
tconstruct:seared:8, Сушёная кладка (крипер)
tconstruct:seared:9, Сушёная кладка (треугольник)
tconstruct:seared:10, Сушёная кладка (малая)
tconstruct:seared:11, Сушёные мини-плитки
tconstruct:smeltery_controller:0, Контроллер плавильни
tconstruct:seared_tank:0, Сушёный резервуар
tconstruct:seared_tank:1, Сушёный мерный резервуар
tconstruct:seared_tank:2, Сушёное окно
tconstruct:faucet:0, Горн
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Стол отливок
tconstruct:casting:1, Резервуар отливок
tconstruct:smeltery_io:0, Слив плавильни
tconstruct:seared_glass:0, Сушёное стекло
tconstruct:seared_furnace_controller:0, Контроллер печи
tconstruct:tinker_tank_controller:0, Контроллер цистерны
tconstruct:seared_slab:0, Сушёная плита (камень)
tconstruct:seared_slab:1, Сушёная плита (булыжник)
tconstruct:seared_slab:2, Сушёная плита (плитка)
tconstruct:seared_slab:3, Сушёная плита (кладка)
tconstruct:seared_slab:4, Сушёная плита (кладка-трещины)
tconstruct:seared_slab:5, Сушёная плита (кладка-орнамент)
tconstruct:seared_slab:6, Сушёная плита (кладка-узор)
tconstruct:seared_slab:7, Сушёная плита (дорога)
tconstruct:seared_slab2:0, Сушёная плита (кладка-крипер)
tconstruct:seared_slab2:1, Сушёная плита (кладка-треугольник)
tconstruct:seared_slab2:2, Сушёная плита (малая кладка)
tconstruct:seared_slab2:3, Сушёная плита (мини-плитка)
tconstruct:seared_stairs_stone:0, Сушёные ступеньки (камень)
tconstruct:seared_stairs_cobble:0, Сушёные ступеньки (булыжник)
tconstruct:seared_stairs_paver:0, Сушёные ступеньки (плитка)
tconstruct:seared_stairs_brick:0, Сушёные ступеньки (кладка)
tconstruct:seared_stairs_brick_cracked:0, Сушёные ступеньки (кладка-трещины)
tconstruct:seared_stairs_brick_fancy:0, Сушёные ступеньки (кладка-орнамент)
tconstruct:seared_stairs_brick_square:0, Сушёные ступеньки (кладка-узор)
tconstruct:seared_stairs_brick_triangle:0, Сушёные ступеньки (кладка-треугольник)
tconstruct:seared_stairs_brick_small:0, Сушёные ступеньки (малая кладка)
tconstruct:seared_stairs_road:0, Сушёные ступеньки (дорога)
tconstruct:seared_stairs_tile:0, Сушёные ступеньки (мини-плитка)
tconstruct:seared_stairs_creeper:0, Сушёные ступеньки (кладка-крипер)
tconstruct:cast:0, Пустая отливка
tconstruct:cast:0, Отливка - широкое лезвие меча
tconstruct:cast:0, Отливка - большое полотно лопаты
tconstruct:cast:0, Отливка - табличка
tconstruct:cast:0, Отливка - тетива
tconstruct:cast:0, Отливка - осколок
tconstruct:cast:0, Отливка - полотно лопаты
tconstruct:cast:0, Отливка - лезвие меча
tconstruct:cast:0, Отливка - малая гарда
tconstruct:cast:0, Отливка - навершие кирки
tconstruct:cast:0, Отливка - поперечная гарда
tconstruct:cast:0, Отливка - рукоять
tconstruct:cast:0, Отливка - боёк молота
tconstruct:cast:0, Отливка - мощная рукоять
tconstruct:cast:0, Отливка - плечо лука
tconstruct:cast:0, Отливка - лезвие ножа
tconstruct:cast:0, Отливка - большая пластина
tconstruct:cast:0, Отливка - большое лезвие топора
tconstruct:cast:0, Отливка - широкая карда
tconstruct:cast:0, Отливка - оселок
tconstruct:cast:0, Отливка - лезвие топора
tconstruct:cast:0, Отливка - древко стрелы
tconstruct:cast:0, Отливка - наконечник
tconstruct:cast:0, Отливка - Kama Head
tconstruct:cast:0, Отливка - крепление
tconstruct:cast:0, Отливка - мощное крепление
tconstruct:cast:0, Отливка - полотно сковороды
tconstruct:cast:0, Отливка - навершие косы
tconstruct:cast_custom:0, Отливка слитка
tconstruct:cast_custom:1, Отливка самородка
tconstruct:cast_custom:2, Отливка камня
tconstruct:cast_custom:3, Отливка пластины
tconstruct:cast_custom:4, Отливка шестерни
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Глиняная отливка - широкое лезвие меча
tconstruct:clay_cast:0, Глиняная отливка - большое полотно лопаты
tconstruct:clay_cast:0, Глиняная отливка - табличка
tconstruct:clay_cast:0, Глиняная отливка - тетива
tconstruct:clay_cast:0, Глиняная отливка - осколок
tconstruct:clay_cast:0, Глиняная отливка - полотно лопаты
tconstruct:clay_cast:0, Глиняная отливка - лезвие меча
tconstruct:clay_cast:0, Глиняная отливка - малая гарда
tconstruct:clay_cast:0, Глиняная отливка - навершие кирки
tconstruct:clay_cast:0, Глиняная отливка - поперечная гарда
tconstruct:clay_cast:0, Глиняная отливка - рукоять
tconstruct:clay_cast:0, Глиняная отливка - боёк молота
tconstruct:clay_cast:0, Глиняная отливка - мощная рукоять
tconstruct:clay_cast:0, Глиняная отливка - плечо лука
tconstruct:clay_cast:0, Глиняная отливка - лезвие ножа
tconstruct:clay_cast:0, Глиняная отливка - большая пластина
tconstruct:clay_cast:0, Глиняная отливка - большое лезвие топора
tconstruct:clay_cast:0, Глиняная отливка - широкая карда
tconstruct:clay_cast:0, Глиняная отливка - оселок
tconstruct:clay_cast:0, Глиняная отливка - лезвие топора
tconstruct:clay_cast:0, Глиняная отливка - древко стрелы
tconstruct:clay_cast:0, Глиняная отливка - наконечник
tconstruct:clay_cast:0, Глиняная отливка - Kama Head
tconstruct:clay_cast:0, Глиняная отливка - крепление
tconstruct:clay_cast:0, Глиняная отливка - мощное крепление
tconstruct:clay_cast:0, Глиняная отливка - полотно сковороды
tconstruct:clay_cast:0, Глиняная отливка - навершие косы
tconstruct:stone_torch:0, Каменный факел
tconstruct:stone_ladder:0, Каменная лестница
tconstruct:punji:0, Тростниковые колья
tconstruct:rack:0, Вешалка
tconstruct:rack:1, Сушилка
tconstruct:wood_rail:0, Деревянные рельсы
tconstruct:wood_rail_trapdoor:0, Деревянные рельсы с люком
tconstruct:wooden_hopper:0, Деревянная загрузочная воронка
tconstruct:slime_channel:0, Жёлоб из зелёной слизи
tconstruct:slime_channel:1, Жёлоб из синей слизи
tconstruct:slime_channel:2, Жёлоб из фиолетовой слизи
tconstruct:slime_channel:3, Жёлоб из крови
tconstruct:slime_channel:4, Жёлоб из огненной слизи
tconstruct:dried_clay:0, Сушёная глина
tconstruct:dried_clay:1, Кирпичи из сушёной глины
tconstruct:dried_clay_slab:0, Плита из сушёной глины
tconstruct:dried_clay_slab:1, Кирпичная плита из сушёной глины
tconstruct:dried_clay_stairs:0, Ступеньки из сушёной глины
tconstruct:dried_brick_stairs:0, Кирпичные ступеньки из сушёной глины
tconstruct:brownstone:0, Гладкий браунстоун
tconstruct:brownstone:1, Грубый браунстоун
tconstruct:brownstone:2, Плитки из браунстоуна
tconstruct:brownstone:3, Кладка из браунстоуна
tconstruct:brownstone:4, Кладка из браунстоуна (трещины)
tconstruct:brownstone:5, Кладка из браунстоуна (орнамент)
tconstruct:brownstone:6, Кладка из браунстоуна (узор)
tconstruct:brownstone:7, Дорога из браунстоуна
tconstruct:brownstone:8, Кладка из браунстоуна (крипер)
tconstruct:brownstone:9, Кладка из браунстоуна (треугольник)
tconstruct:brownstone:10, Кладка из браунстоуна (малая)
tconstruct:brownstone:11, Мини-плитка из браунстоуна
tconstruct:brownstone_slab:0, Гладкая плита из браунстоуна
tconstruct:brownstone_slab:1, Грубая плита из браунстоуна
tconstruct:brownstone_slab:2, Плита из браунстоуна (плитка)
tconstruct:brownstone_slab:3, Плита из браунстоуна (кладка)
tconstruct:brownstone_slab:4, Плита из браунстоуна (кладка-трещины)
tconstruct:brownstone_slab:5, Плита из браунстоуна (кладка-орнамент)
tconstruct:brownstone_slab:6, Плита из браунстоуна (кладка-узор)
tconstruct:brownstone_slab:7, Плита из браунстоуна (дорога)
tconstruct:brownstone_slab2:0, Плита из браунстоуна (кладка-крипер)
tconstruct:brownstone_slab2:1, Плита из браунстоуна (кладка-треугольник)
tconstruct:brownstone_slab2:2, Плита из браунстоуна (малая кладка)
tconstruct:brownstone_slab2:3, Плита из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_smooth:0, Гладкие ступеньки из браунстоуна
tconstruct:brownstone_stairs_rough:0, Грубые ступеньки из браунстоуна
tconstruct:brownstone_stairs_paver:0, Ступеньки из браунстоуна (плитка)
tconstruct:brownstone_stairs_brick:0, Ступеньки из браунстоуна (кладка)
tconstruct:brownstone_stairs_brick_cracked:0, Ступеньки из браунстоуна (кладка-трещины)
tconstruct:brownstone_stairs_brick_fancy:0, Ступеньки из браунстоуна (кладка-орнамент)
tconstruct:brownstone_stairs_brick_square:0, Ступеньки из браунстоуна (кладка-узор)
tconstruct:brownstone_stairs_brick_triangle:0, Ступеньки из браунстоуна (кладка-треугольник)
tconstruct:brownstone_stairs_brick_small:0, Ступеньки из браунстоуна (малая кладка)
tconstruct:brownstone_stairs_road:0, Ступеньки из браунстоуна (дорога)
tconstruct:brownstone_stairs_tile:0, Ступеньки из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_creeper:0, Ступеньки из браунстоуна (кладка-крипер)
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Синеслизневые ботинки
tconstruct:slime_boots:1, Зелёнослизневые ботинки
tconstruct:slime_boots:2, Фиолетослизневые ботинки
tconstruct:slime_boots:3, Кровавые ботинки
tconstruct:slime_boots:4, Огнеслизневые ботинки
tconstruct:piggybackpack, Рюкзак-седло
tconstruct:throwball:0, Светоснежок
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Каменный стержень
tconstruct:fancy_frame:0, Красивая рамка
tconstruct:fancy_frame:1, Рамка из алюминиевой латуни
tconstruct:fancy_frame:2, Рамка из кобальта
tconstruct:fancy_frame:3, Рамка из ардита
tconstruct:fancy_frame:4, Рамка из маньюлина
tconstruct:fancy_frame:5, Золотая рамка
tconstruct:fancy_frame:6, Стеклянная рамка
tconstruct:moms_spaghetti, Мамины спагетти
galacticraftcore:fuel, Топливо
galacticraftcore:bucket_fuel, Ведро топлива
galacticraftcore:landing_pad:0, Взлётная площадка
galacticraftcore:landing_pad:1, Заправочная платформа для багги
galacticraftcore:landing_pad_full, Взлётная площадка
galacticraftcore:unlit_torch, Факел
galacticraftcore:unlit_torch_lit, Факел
galacticraftcore:distributor, Распределитель кислородного пузыря
galacticraftcore:collector, Кислородный сборщик
galacticraftcore:oxygen_compressor:0, Кислородный компрессор
galacticraftcore:oxygen_compressor:4, Кислородный декомпрессор
galacticraftcore:sealer, Герметизатор кислорода
galacticraftcore:oxygen_detector, Кислородный датчик
galacticraftcore:aluminum_wire:0, Алюминиевый провод
galacticraftcore:aluminum_wire:1, Толстый алюминиевый провод
galacticraftcore:aluminum_wire:2, Управляемый алюминиевый провод
galacticraftcore:aluminum_wire:3, Управляемый толстый алюминиевый провод
galacticraftcore:fluid_pipe, Жидкостная труба
galacticraftcore:fluid_pipe_pull, Жидкостная труба
galacticraftcore:refinery, Очистительный завод
galacticraftcore:fuel_loader, Загрузчик топлива
galacticraftcore:cargo:0, Грузовой загрузчик
galacticraftcore:cargo:4, Грузовой разгрузчик
galacticraftcore:rocket_workbench, Верстак NASA
galacticraftcore:basic_block_core:3, Декоративный оловянный блок
galacticraftcore:basic_block_core:4, Декоративный оловянный блок
galacticraftcore:basic_block_core:5, Медная руда
galacticraftcore:basic_block_core:6, Оловянная руда
galacticraftcore:basic_block_core:7, Алюминиевая руда
galacticraftcore:basic_block_core:8, Кремниевая руда
galacticraftcore:basic_block_core:9, Медный блок
galacticraftcore:basic_block_core:10, Оловянный блок
galacticraftcore:basic_block_core:11, Алюминиевый блок
galacticraftcore:basic_block_core:12, Блок метеоритного железа
galacticraftcore:basic_block_core:13, Кремниевый блок
galacticraftcore:air_lock_frame:0, Каркас воздушного шлюза
galacticraftcore:air_lock_frame:1, Контроллер воздушного шлюза
galacticraftcore:air_lock_seal, Уплотнитель воздушного шлюза
galacticraftcore:space_glass_clear:0, Вакуумное стекло (прозрачное)
galacticraftcore:space_glass_clear:1, Вакуумное стекло (прозрачное)
galacticraftcore:space_glass_vanilla:0, Вакуумное стекло
galacticraftcore:space_glass_vanilla:1, Вакуумное стекло
galacticraftcore:space_glass_strong:0, Вакуумное стекло (прочное)
galacticraftcore:space_glass_strong:1, Вакуумное стекло (прочное)
galacticraftcore:magnetic_table, Магнитный верстак
galacticraftcore:enclosed:14, Герметичный алюминиевый провод
galacticraftcore:enclosed:15, Герметичный толстый алюминиевый провод
galacticraftcore:enclosed:1, Герметичная жидкостная труба
galacticraftcore:enclosed:2, Герметичный медный провод
galacticraftcore:enclosed:3, Герметичный золотой провод
galacticraftcore:enclosed:0, Герметичный высоковольтный провод
galacticraftcore:enclosed:5, Герметичный стекловолоконный провод
galacticraftcore:enclosed:6, Герметичный оловянный провод
galacticraftcore:space_station_base, Основание космической станции
galacticraftcore:parachest, Сундук с парашютом
galacticraftcore:solar:0, Основная солнечная панель
galacticraftcore:solar:4, Улучшенная солнечная панель
galacticraftcore:dishbase, Антенна связи
galacticraftcore:machine:0, Угольный генератор
galacticraftcore:machine:12, Компрессор
galacticraftcore:machine2:0, Электрический компрессор
galacticraftcore:machine2:4, Производитель микросхем
galacticraftcore:machine2:8, Хранилище кислорода
galacticraftcore:machine2:12, Деконструктор
galacticraftcore:machine3:0, Художник
galacticraftcore:machine_tiered:0, Хранилище энергии
galacticraftcore:machine_tiered:4, Электропечь
galacticraftcore:machine_tiered:8, Энергетический массив
galacticraftcore:machine_tiered:12, Электрическая дуговая печь
galacticraftcore:machine4:0, Улучшенный компрессор
galacticraftcore:panel_lighting:0, Светящаяся панель (квадратная)
galacticraftcore:panel_lighting:1, Светящаяся панель (точечная)
galacticraftcore:panel_lighting:2, Светящаяся панель (линейная)
galacticraftcore:panel_lighting:3, Светящаяся панель (тёмная)
galacticraftcore:panel_lighting:4, Светящаяся панель (тёмная)
galacticraftcore:glowstone_torch, Факел из светящегося камня
galacticraftcore:fallen_meteor, Упавший метеорит
galacticraftcore:basic_block_moon:0, Медная руда
galacticraftcore:basic_block_moon:1, Оловянная руда
galacticraftcore:basic_block_moon:2, Сырная руда
galacticraftcore:basic_block_moon:3, Лунный грунт
galacticraftcore:basic_block_moon:4, Лунный камень
galacticraftcore:basic_block_moon:5, Лунный реголит
galacticraftcore:basic_block_moon:6, Сапфировая руда
galacticraftcore:basic_block_moon:14, Кирпич лунной сокровищницы
galacticraftcore:cheese, Блок сыра
galacticraftcore:spin_thruster, Вращающий двигатель
galacticraftcore:view_screen, Экран отображения
galacticraftcore:telemetry, Телеметрический блок
galacticraftcore:arclamp, Дуговая лампа
galacticraftcore:treasure_chest, Сундук с сокровищами
galacticraftcore:fluid_tank, Жидкостный резервуар
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, Декоративные оловянные ступеньки
galacticraftcore:tin_stairs_2, Декоративные оловянные ступеньки
galacticraftcore:moon_stairs_stone, Ступеньки из лунного камня
galacticraftcore:moon_stairs_brick, Ступеньки из кирпича лунной сокровищницы
galacticraftcore:wall_gc:0, Декоративная оловянная стена
galacticraftcore:wall_gc:1, Декоративная оловянная стена
galacticraftcore:wall_gc:2, Стена из лунного камня
galacticraftcore:wall_gc:3, Стена из кирпича лунной сокровищницы
galacticraftcore:wall_gc:4, Стена из марсианского булыжника
galacticraftcore:wall_gc:5, Стена из кирпича марсианской сокровищницы
galacticraftcore:slab_gc_half:0, Декоративная оловянная плита
galacticraftcore:slab_gc_half:1, Декоративная оловянная плита
